FID,id,agency_code,region_code,national_fire_id,agency_fire_id,national_fire_cause,fire_type_ics,severity_nearest_dsr,fire_was_prescribed,percent_contained,fire_size,response_type,stage_of_control_status,situation_report_date,status_date,latitude,longitude,geometry,fire_year,status_year,record_start,record_end
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d9,16753469,MB,NO,2026_MB_MB-NO127,MB-NO127,N,-1,-1,-1,-1,1200.0,MON,OC,2026-06-28T05:00:00,2026-07-31T13:56:00,57.5525,-97.9469,POINT (-172074.386887 942815.386481),2026,2026,2026-06-29T14:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d8,16753470,MB,NO,2026_MB_MB-NO128,MB-NO128,N,-1,-1,-1,-1,930.0,MON,OC,2026-06-28T05:00:00,2026-07-31T13:56:00,58.0467,-99.6,POINT (-264581.603829 1002074.308151),2026,2026,2026-06-29T14:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d7,16753472,MB,NO,2026_MB_MB-NO130,MB-NO130,N,-1,-1,-1,-1,425.0,MON,OC,2026-06-28T05:00:00,2026-07-31T13:56:00,57.985,-101.1644,POINT (-354966.573865 1003021.300874),2026,2026,2026-06-29T14:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d6,16689512,MB,NO,2026_MB_MB-NO110,MB-NO110,N,-1,-1,-1,-1,908.0,MON,OC,2026-06-27T05:00:00,2026-07-31T13:56:00,57.6842,-100.1633,POINT (-300108.078875 965321.653537),2026,2026,2026-06-28T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d5,16689513,MB,NO,2026_MB_MB-NO111,MB-NO111,N,-1,-1,-1,-1,700.0,MON,OC,2026-06-27T05:00:00,2026-07-31T13:56:00,58.0531,-97.8481,POINT (-163871.022114 996866.027524),2026,2026,2026-06-28T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d4,16638229,MB,NO,2026_MB_MB-NO093,MB-NO093,N,-1,-1,-1,-1,2030.0,MON,OC,2026-06-26T05:00:00,2026-07-31T13:16:00,57.7858,-96.9039,POINT (-110434.335363 965829.954635),2026,2026,2026-06-27T15:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d3,16638227,MB,NO,2026_MB_MB-NO091,MB-NO091,N,-1,-1,-1,-1,1345.0,MON,OC,2026-06-26T05:00:00,2026-07-31T13:16:00,58.2664,-96.9503,POINT (-111524.736175 1018064.186695),2026,2026,2026-06-27T15:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d2,16632176,MB,NO,2026_MB_MB-NO090,MB-NO090,N,-1,-1,-1,-1,360.0,MON,OC,2026-06-26T05:00:00,2026-07-31T13:56:00,59.3917,-99.9719,POINT (-274540.747659 1149125.683215),2026,2026,2026-06-27T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d1,16632174,MB,NO,2026_MB_MB-NO087,MB-NO087,N,-1,-1,-1,-1,600.0,MON,OC,2026-06-26T05:00:00,2026-07-31T13:56:00,58.3183,-99.9819,POINT (-284199.391194 1033127.018685),2026,2026,2026-06-27T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56d0,16632172,MB,NO,2026_MB_MB-NO085,MB-NO085,N,-1,-1,-1,-1,100.0,MON,OC,2026-06-26T05:00:00,2026-07-31T13:56:00,57.5208,-100.9975,POINT (-350129.679666 951906.46013),2026,2026,2026-06-27T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56cf,16632171,MB,NO,2026_MB_MB-NO084,MB-NO084,N,-1,-1,-1,-1,190.0,MON,OC,2026-06-26T05:00:00,2026-07-31T13:56:00,57.5297,-100.7633,POINT (-336409.790666 951604.592453),2026,2026,2026-06-27T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56ce,16576660,MB,NO,2026_MB_MB-NO070,MB-NO070,N,-1,-1,-1,-1,20.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:56:00,58.0711,-98.4203,POINT (-196660.876654 1000445.08636),2026,2026,2026-06-26T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56cd,16576654,MB,NO,2026_MB_MB-NO067,MB-NO067,N,-1,-1,-1,-1,34.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:56:00,59.4164,-100.9147,POINT (-326212.327335 1156247.104567),2026,2026,2026-06-26T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56cc,16576646,MB,NO,2026_MB_MB-NO062,MB-NO062,N,-1,-1,-1,-1,75.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:56:00,59.2475,-98.9308,POINT (-218100.622505 1129506.570478),2026,2026,2026-06-26T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56cb,16576657,MB,NO,2026_MB_MB-NO068,MB-NO068,N,-1,-1,-1,-1,40.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:56:00,59.7592,-100.7753,POINT (-315175.830891 1192525.495411),2026,2026,2026-06-26T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56ca,16576651,MB,NO,2026_MB_MB-NO065,MB-NO065,N,-1,-1,-1,-1,45.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:56:00,58.8094,-99.6133,POINT (-259349.084521 1084680.46336),2026,2026,2026-06-26T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c9,16576653,MB,NO,2026_MB_MB-NO066,MB-NO066,N,-1,-1,-1,-1,10.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:56:00,58.9828,-100.1422,POINT (-287502.449588 1105695.594914),2026,2026,2026-06-26T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c8,16533207,MB,NO,2026_MB_MB-NO039,MB-NO039,N,-1,-1,-1,-1,50.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:56:00,58.0958,-101.9314,POINT (-397655.877354 1019528.522033),2026,2026,2026-06-25T16:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c7,16533206,MB,NO,2026_MB_MB-NO038,MB-NO038,N,-1,-1,-1,-1,0.1,MON,OC,2026-06-25T05:00:00,2026-07-31T13:56:00,57.57,-100.5633,POINT (-324383.634589 954925.196991),2026,2026,2026-06-25T16:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c6,16533209,MB,NO,2026_MB_MB-NO042,MB-NO042,N,-1,-1,-1,-1,5.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:16:00,59.2503,-97.5239,POINT (-140077.542174 1125845.986517),2026,2026,2026-06-25T16:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c5,16533208,MB,NO,2026_MB_MB-NO041,MB-NO041,N,-1,-1,-1,-1,90.0,MON,OC,2026-06-25T05:00:00,2026-07-31T13:16:00,59.0867,-97.5753,POINT (-143646.042876 1108239.643124),2026,2026,2026-06-25T16:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c4,16524864,MB,NO,2026_MB_MB-NO035,MB-NO035,N,-1,-1,-1,-1,300.0,MON,OC,2026-06-24T05:00:00,2026-07-31T13:56:00,57.96,-100.5072,POINT (-317456.945807 996844.073009),2026,2026,2026-06-25T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c3,16524863,MB,NO,2026_MB_MB-NO034,MB-NO034,N,-1,-1,-1,-1,100.0,MON,OC,2026-06-24T05:00:00,2026-07-31T13:56:00,57.6308,-100.7383,POINT (-333964.712853 962414.017206),2026,2026,2026-06-25T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c2,16524857,MB,NO,2026_MB_MB-NO026,MB-NO026,N,-1,-1,-1,-1,20.0,MOD,OC,2026-06-24T05:00:00,2026-07-31T13:56:00,58.8128,-102.0008,POINT (-393078.588496 1097287.340618),2026,2026,2026-06-25T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c1,16524859,MB,NO,2026_MB_MB-NO030,MB-NO030,N,-1,-1,-1,-1,15.0,MON,OC,2026-06-24T05:00:00,2026-07-31T13:56:00,58.0631,-101.5581,POINT (-376682.114429 1013718.306042),2026,2026,2026-06-25T12:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56c0,15000858,MB,NO,2026_MB_MB-NO009,MB-NO009,N,-1,-1,-1,-1,100.0,MON,OC,2026-06-01T05:00:00,2026-07-31T13:56:00,57.9569,-100.0939,POINT (-293710.659 994527.173781),2026,2026,2026-06-02T14:45:00,2026-12-31T23:59:59.999
cwfif_national_activefires.fid-51f3f70_19fbd81cadc_-56bf,15000862,MB,NO,2026_MB_MB-NO013,MB-NO013,N,-1,-1,-1,-1,500.0,MON,OC,2026-06-01T05:00:00,2026-07-31T13:16:00,58.6247,-97.0297,POINT (-114825.39927 1057067.746845),2026,2026,2026-06-02T14:45:00,2026-12-31T23:59:59.999
