lat,lon,hectares,stage_of_control
55.05772781,-104.51085663,7.528409,Unknown
55.06541443,-104.48297119,7.528409,Unknown
55.06363297,-104.49471283,7.528409,Unknown
48.53960037,-91.38626862,5.846591,Unknown
48.53660965,-91.39605713,5.846591,Unknown
48.64054108,-91.07348633,5.846591,Unknown
48.63913345,-91.07814789,5.846591,Unknown
50.94323349,-90.3762207,0.0,Unknown
50.94240189,-90.38159943,0.0,Unknown
49.3610611,-90.36322784,5.846591,Unknown
50.92433929,-90.43152618,5.846591,Unknown
49.37552261,-90.33390045,5.846591,Unknown
50.06830978,-121.41956329,4.2670455,Unknown
50.25466156,-79.11994171,10.61363697,Unknown
50.05355835,-121.56773376,4.2670455,Unknown
50.86825943,-78.79004669,,Unknown
51.76906586,-92.08119202,,Unknown
51.76863098,-92.08880615,,Unknown
51.77412033,-92.07427979,,Unknown
64.49054718,-116.46703339,,Unknown
64.50946808,-116.59456635,,Unknown
36.0185585,-78.04424286,,Unknown
36.70301819,-80.8511734,,Unknown
28.40151024,-82.63803864,,Unknown
26.62274933,-81.49564362,15.846591,Unknown
38.91957092,-76.99033356,,Unknown
39.91566086,-77.66152954,,Unknown
38.00550842,-86.14595032,0.3417832,Unknown
25.67728043,-100.42485046,,Unknown
27.84382057,-81.62812042,,Unknown
32.17425156,-94.78106689,,Unknown
31.61268997,-101.75311279,,Unknown
31.84740067,-102.30773163,,Unknown
31.77864075,-102.16638947,,Unknown
39.29180908,-94.58196259,,Unknown
49.65357971,-89.94745636,5.846591,Unknown
49.65275955,-89.95269012,5.846591,Unknown
50.66802979,-89.42871857,0.0,Unknown
50.6664505,-89.43950653,0.0,Unknown
41.52548981,-73.42485809,,Unknown
51.36436844,-78.30787659,,Unknown
51.36222839,-78.39235687,,Unknown
51.19926071,-87.77893066,,Unknown
65.75982666,-117.59332275,0.0,Unknown
65.76109314,-117.62967682,0.0,Unknown
65.75567627,-117.63691711,0.0,Unknown
40.47774887,-85.57901001,,Unknown
40.83649063,-85.79974365,,Unknown
41.8655014,-94.67884827,,Unknown
42.25128174,-84.77735901,,Unknown
41.77283096,-80.93314362,,Unknown
50.76229095,-89.62464142,5.846591,Unknown
50.94810104,-89.17478943,5.846591,Unknown
51.19329071,-87.77735138,,Unknown
51.19665909,-87.77845001,,Unknown
51.1683197,-89.72766113,,Unknown
51.16751099,-89.73310089,,Unknown
51.16259003,-89.71980286,,Unknown
51.7324295,-88.71671295,,Unknown
51.83533096,-92.23869324,5.846591,Unknown
50.43249893,-105.21964264,,Unknown
50.77365112,-89.24082947,5.846591,Unknown
