lat,lon,hectares,stage_of_control
65.75350189,-117.58518982,0.0,Unknown
65.46859741,-117.0579071,0.0,Unknown
65.46757507,-117.06809998,0.0,Unknown
65.19461823,-116.8347702,0.0,Unknown
65.01958466,-115.65815735,0.0,Unknown
50.21543121,-89.34020996,0.0,Unknown
55.74648285,-105.50930023,0.0,Unknown
48.6177063,-91.08641052,0.0,Unknown
50.93681335,-90.35095978,0.0,Unknown
65.3031311,-116.91504669,0.0,Unknown
65.75930786,-117.64280701,0.0,Unknown
50.75165176,-89.60366821,0.0,Unknown
49.98955917,-89.88384247,0.0,Unknown
49.98873901,-89.88910675,0.0,Unknown
49.98630142,-89.90492249,0.0,Unknown
50.26551819,-89.44249725,0.0,Unknown
50.7492485,-89.61981201,0.0,Unknown
50.74845123,-89.62521362,0.0,Unknown
48.88032532,-90.67139435,0.0,Unknown
48.87237549,-90.82324219,0.0,Unknown
50.44609833,-89.19051361,0.0,Unknown
50.66962051,-89.41795349,0.0,Unknown
50.66883087,-89.42333984,0.0,Unknown
50.80189896,-89.74906921,0.0,Unknown
55.74867249,-105.49227905,0.0,Unknown
65.19333649,-116.83397675,0.0,Unknown
65.01792908,-115.65595245,0.0,Unknown
65.01692963,-115.66657257,0.0,Unknown
65.02265167,-115.64724731,0.0,Unknown
65.75380707,-117.58579254,0.0,Unknown
65.75276947,-117.59591675,0.0,Unknown
63.30938721,-122.00427246,0.0,Unknown
64.20520782,-119.19007874,0.0,Unknown
64.20796967,-119.20010376,0.0,Unknown
65.37281036,-119.16750336,0.0,Unknown
50.29798126,-89.65873718,0.0,Unknown
50.45499039,-89.17669678,0.0,Unknown
50.45420074,-89.18209076,0.0,Unknown
50.45106888,-89.20361328,0.0,Unknown
50.44950104,-89.2143631,0.0,Unknown
50.45682907,-89.21134186,0.0,Unknown
50.89955902,-89.43768311,0.0,Unknown
50.70378876,-90.72077179,0.0,Unknown
55.85546875,-105.59751129,0.0,Unknown
50.93732071,-90.35727692,0.0,Unknown
50.80395889,-89.31607056,0.0,Unknown
50.45513916,-89.20671844,0.0,Unknown
51.78995895,-92.63047028,0.0,Unknown
48.24665833,-91.856987,0.0,Unknown
48.24491119,-91.83772278,0.0,Unknown
51.59069824,-88.76648712,0.0,Unknown
49.6170311,-89.89511108,0.0,Unknown
49.6202774,-89.8963089,0.0,Unknown
49.61702347,-89.91723633,0.0,Unknown
49.62434387,-89.89227295,0.0,Unknown
49.62353134,-89.89750671,0.0,Unknown
49.62109375,-89.91320038,0.0,Unknown
49.6202774,-89.91842651,0.0,Unknown
49.62678146,-89.89870453,0.0,Unknown
49.62596893,-89.90393829,0.0,Unknown
49.75714874,-89.87696075,0.0,Unknown
49.76039886,-89.8781662,0.0,Unknown
49.75959015,-89.88340759,0.0,Unknown
49.98132324,-89.91426849,0.0,Unknown
49.98051071,-89.91953278,0.0,Unknown
49.97969818,-89.92481232,0.0,Unknown
49.97888565,-89.9300766,0.0,Unknown
49.98457336,-89.91547394,0.0,Unknown
49.98376083,-89.92074585,0.0,Unknown
49.9829483,-89.92601013,0.0,Unknown
49.9935112,-89.87978363,0.0,Unknown
49.99026489,-89.90087128,0.0,Unknown
49.9878273,-89.91667938,0.0,Unknown
49.98701096,-89.92194366,0.0,Unknown
49.98619843,-89.92722321,0.0,Unknown
49.99694061,-89.87864685,0.0,Unknown
49.9961319,-89.88392639,0.0,Unknown
49.99451065,-89.89447021,0.0,Unknown
49.98963547,-89.92610168,0.0,Unknown
49.98610306,-90.17006683,0.0,Unknown
50.22927094,-89.36205292,0.0,Unknown
50.2325325,-89.36322784,0.0,Unknown
50.23579407,-89.36440277,0.0,Unknown
50.24152756,-89.3720932,0.0,Unknown
50.24557877,-89.36793518,0.0,Unknown
50.24478912,-89.37326813,0.0,Unknown
50.24805069,-89.37444305,0.0,Unknown
50.42385101,-89.15796661,0.0,Unknown
50.46952057,-88.89051819,0.0,Unknown
50.47240448,-88.88783264,0.0,Unknown
50.41014099,-89.3414917,0.0,Unknown
50.46162415,-89.08280945,0.0,Unknown
50.44926453,-89.19168091,0.0,Unknown
50.45331573,-89.18748474,0.0,Unknown
50.45252991,-89.19286346,0.0,Unknown
50.45175171,-89.19824219,0.0,Unknown
50.45018005,-89.208992,0.0,Unknown
50.45658875,-89.18865204,0.0,Unknown
50.50914001,-89.45953369,0.0,Unknown
50.625,-89.30337524,0.0,Unknown
50.66219711,-89.42095184,0.0,Unknown
50.66140366,-89.42634583,0.0,Unknown
50.6606102,-89.43173981,0.0,Unknown
50.65902328,-89.44250488,0.0,Unknown
50.66228485,-89.4437027,0.0,Unknown
50.66713715,-89.43411255,0.0,Unknown
50.66554642,-89.44490051,0.0,Unknown
50.67039871,-89.43531036,0.0,Unknown
50.66960907,-89.44070435,0.0,Unknown
50.74021149,-89.58795166,0.0,Unknown
50.74427032,-89.58377075,0.0,Unknown
50.74346924,-89.58914948,0.0,Unknown
50.74187088,-89.59991455,0.0,Unknown
50.74027634,-89.61067963,0.0,Unknown
50.74832916,-89.57958221,0.0,Unknown
50.74753189,-89.5849762,0.0,Unknown
50.74673462,-89.59036255,0.0,Unknown
50.74593735,-89.59574127,0.0,Unknown
50.7491951,-89.59695435,0.0,Unknown
50.74679565,-89.61309814,0.0,Unknown
50.75336838,-89.63824463,0.0,Unknown
50.80842972,-89.31121826,0.0,Unknown
50.83820724,-89.22486115,0.0,Unknown
50.83742142,-89.23029327,0.0,Unknown
50.82556534,-89.31174469,0.0,Unknown
50.79934311,-89.74246979,0.0,Unknown
50.80259705,-89.74368286,0.0,Unknown
50.80585861,-89.74490356,0.0,Unknown
50.8050499,-89.75028229,0.0,Unknown
50.80424881,-89.75566101,0.0,Unknown
50.80991364,-89.74073792,0.0,Unknown
50.90184021,-89.42140961,0.0,Unknown
50.90431213,-89.42803955,0.0,Unknown
50.90351486,-89.43346405,0.0,Unknown
50.72102737,-90.67652893,0.0,Unknown
50.72018051,-90.68187714,0.0,Unknown
50.72427368,-90.67780304,0.0,Unknown
50.72343063,-90.68315125,0.0,Unknown
50.94325638,-89.37365723,0.0,Unknown
51.24359894,-89.30625916,0.0,Unknown
51.59236145,-88.76488495,0.0,Unknown
51.60572052,-88.69260406,0.0,Unknown
50.20298004,-89.17102051,0.0,Unknown
50.15943909,-89.11608887,0.0,Unknown
50.16270828,-89.11725616,0.0,Unknown
50.14480209,-89.44724274,0.0,Unknown
50.14400482,-89.4525528,0.0,Unknown
50.20248795,-89.38047791,0.0,Unknown
50.20169449,-89.38578796,0.0,Unknown
50.20090866,-89.39112091,0.0,Unknown
50.2057457,-89.3816452,0.0,Unknown
50.20495605,-89.38697052,0.0,Unknown
50.20416641,-89.39230347,0.0,Unknown
50.21453476,-89.34552765,0.0,Unknown
50.20901108,-89.38282013,0.0,Unknown
50.20821762,-89.38814545,0.0,Unknown
50.20742798,-89.39347839,0.0,Unknown
50.21701431,-89.35201263,0.0,Unknown
50.21226883,-89.38399506,0.0,Unknown
50.21147919,-89.38932037,0.0,Unknown
50.22590256,-89.33840942,0.0,Unknown
50.22353745,-89.35436249,0.0,Unknown
50.22679901,-89.35553741,0.0,Unknown
50.22600937,-89.36087799,0.0,Unknown
50.62297821,-89.22309875,0.0,Unknown
64.75428772,-115.37407684,0.0,Unknown
65.61239624,-117.56757355,0.0,Unknown
65.47466278,-117.63883209,0.0,Unknown
50.72808075,-90.71902466,0.0,Unknown
65.73935699,-117.47693634,0.0,Unknown
50.71929932,-90.7098465,0.0,Unknown
65.01893616,-115.64533234,0.0,Unknown
64.99741364,-115.36543274,0.0,Unknown
65.0463028,-117.17976379,0.0,Unknown
65.74419403,-117.49143982,0.0,Unknown
66.40383148,-117.55911255,0.0,Unknown
64.99793243,-115.36575317,0.0,Unknown
65.75469971,-117.51065826,0.0,Unknown
65.09602356,-117.09214783,0.0,Unknown
50.69588089,-89.49570465,0.0,Unknown
50.6934166,-89.48911285,0.0,Unknown
65.05747223,-117.10903168,0.0,Unknown
65.75733948,-117.64364624,0.0,Unknown
50.50119781,-89.14225006,0.0,Unknown
65.45758057,-119.47181702,0.0,Unknown
50.71437073,-90.71925354,0.0,Unknown
64.81950378,-115.3013916,0.0,Unknown
66.40021515,-117.55687714,0.0,Unknown
50.72484207,-90.71774292,0.0,Unknown
65.45864868,-119.46351624,0.0,Unknown
65.19624329,-117.19854736,0.0,Unknown
65.0266571,-115.66996765,0.0,Unknown
64.84999847,-115.79251099,0.0,Unknown
65.49546814,-117.10204315,0.0,Unknown
64.89226532,-115.33766174,0.0,Unknown
51.59037399,-88.72867584,0.0,Unknown
66.34077454,-117.28678894,0.0,Unknown
65.00585175,-115.32675934,0.0,Unknown
66.3946991,-117.54805756,0.0,Unknown
51.59191895,-88.71737671,0.0,Unknown
64.20401001,-119.18421936,0.0,Unknown
50.69261551,-89.49450684,0.0,Unknown
51.59268951,-88.71172333,0.0,Unknown
64.89795685,-115.31813049,0.0,Unknown
65.00788879,-115.34779358,0.0,Unknown
64.78830719,-115.33350372,0.0,Unknown
64.81580353,-115.78565216,0.0,Unknown
65.00836945,-115.33714294,0.0,Unknown
65.10919189,-117.7645874,0.0,Unknown
66.39614868,-117.52055359,0.0,Unknown
65.00666809,-115.33416748,0.0,Unknown
50.71835327,-90.7151947,0.0,Unknown
50.69174194,-89.47715759,0.0,Unknown
65.75119781,-117.50424957,0.0,Unknown
64.98696899,-115.69550323,0.0,Unknown
63.66101074,-119.78497314,0.0,Unknown
65.00436401,-115.34197235,0.0,Unknown
64.79026794,-115.31211853,0.0,Unknown
65.18237305,-117.17571259,0.0,Unknown
65.49897003,-117.09927368,0.0,Unknown
64.57852936,-121.28603363,0.0,Unknown
66.34086609,-117.46614075,0.0,Unknown
64.20184326,-119.18792725,0.0,Unknown
65.75678253,-117.63054657,0.0,Unknown
51.60163498,-88.69709015,0.0,Unknown
65.38088989,-117.56517792,0.0,Unknown
65.30475616,-117.08656311,0.0,Unknown
65.01112366,-115.34986115,0.0,Unknown
51.59909439,-88.69023895,0.0,Unknown
65.7563858,-117.62902832,0.0,Unknown
65.27785492,-117.88330078,0.0,Unknown
50.69156265,-89.47549438,0.0,Unknown
50.30053711,-89.61235046,0.0,Unknown
65.7416687,-117.49957275,0.0,Unknown
65.10567474,-117.7624588,0.0,Unknown
65.02311707,-115.66407776,0.0,Unknown
65.60986328,-117.55534363,0.0,Unknown
66.39661407,-117.55465698,0.0,Unknown
64.85467529,-115.78399658,0.0,Unknown
65.28386688,-117.89724731,0.0,Unknown
65.54309845,-116.84880066,0.0,Unknown
51.59832001,-88.69591522,0.0,Unknown
65.29270935,-117.7789917,0.0,Unknown
64.89977264,-115.31452942,0.0,Unknown
64.76864624,-115.33487701,0.0,Unknown
64.8199234,-115.3062973,0.0,Unknown
64.90296173,-115.315979,0.0,Unknown
64.89893341,-115.30741882,0.0,Unknown
65.00054169,-115.36533356,0.0,Unknown
65.75733185,-117.62973785,0.0,Unknown
65.7416687,-117.48153687,0.0,Unknown
48.26251221,-91.26589966,0.0,Unknown
65.50153351,-117.10938263,0.0,Unknown
64.85098267,-115.78205872,0.0,Unknown
64.20019531,-119.18663788,0.0,Unknown
64.76795959,-115.33448029,0.0,Unknown
51.63465118,-78.23474884,4.6117425,Unknown
39.63100052,-104.6934433,12.8125,Unknown
33.02825165,-94.97915649,15.846591,Unknown
32.82168961,-94.99947357,15.846591,Unknown
35.61582184,-89.95316315,16.00665665,Unknown
49.97406006,-90.15335846,5.846591,Unknown
64.81865692,-115.79187775,2.98011351,Unknown
64.86694336,-115.82289124,2.98011351,Unknown
65.08392334,-117.08776093,2.98011351,Unknown
65.49338531,-117.04036713,2.98011351,Unknown
50.67661285,-89.20449066,5.846591,Unknown
50.6750412,-89.2153244,5.846591,Unknown
50.74166489,-89.53168488,4.01136351,Unknown
64.81661987,-115.82581329,4.16477251,Unknown
64.82507324,-115.81575012,4.16477251,Unknown
50.77019119,-89.33732605,5.846591,Unknown
64.96559143,-115.31323242,2.98011351,Unknown
63.55083847,-119.5370636,3.74147725,Unknown
64.80166626,-115.27307892,4.16477251,Unknown
64.8044281,-115.28565216,4.16477251,Unknown
64.77341461,-115.70137024,4.16477251,Unknown
65.49990082,-116.79908752,2.98011351,Unknown
65.48279572,-116.88755798,2.98011351,Unknown
65.09967041,-120.18470764,3.0151515,Unknown
65.4896698,-117.03777313,4.16477251,Unknown
65.48864746,-117.04799652,4.16477251,Unknown
65.48660278,-117.06842041,4.16477251,Unknown
65.48455811,-117.08876038,4.16477251,Unknown
48.55807877,-91.4331131,4.01136351,Unknown
48.55717087,-91.43836975,5.846591,Unknown
63.72906113,-118.60530853,5.9204545,Unknown
63.69989014,-120.02176666,5.9204545,Unknown
65.4451828,-119.08748627,3.74147725,Unknown
50.25085068,-89.54306793,5.846591,Unknown
50.62165833,-88.96346283,5.846591,Unknown
50.94129944,-89.1655426,5.846591,Unknown
50.45460129,-89.33550262,5.846591,Unknown
50.4656601,-89.31742859,5.846591,Unknown
50.4702301,-89.33219147,5.846591,Unknown
50.47636032,-89.30886078,5.846591,Unknown
63.28040314,-122.12840271,3.74147725,Unknown
65.48158264,-116.88223267,2.98011351,Unknown
65.47663879,-116.89840698,4.16477251,Unknown
65.47806549,-116.87597656,4.16477251,Unknown
64.19126892,-119.12606812,5.9204545,Unknown
64.19774628,-119.10267639,5.9204545,Unknown
64.19670868,-119.1111908,5.9204545,Unknown
64.19567108,-119.11971283,5.9204545,Unknown
65.52458954,-116.84087372,2.58522749,Unknown
65.52561188,-116.83056641,2.98011351,Unknown
65.86425781,-114.50721741,2.58522749,Unknown
63.55786133,-119.49191284,3.74147725,Unknown
63.56217575,-119.50428772,3.74147725,Unknown
65.75298309,-117.79229736,4.16477251,Unknown
65.75267792,-117.80557251,4.16477251,Unknown
65.76056671,-117.53147888,4.16477251,Unknown
63.19299316,-120.84867096,5.9204545,Unknown
63.18346405,-120.78412628,5.9204545,Unknown
63.19244003,-120.83544159,5.9204545,Unknown
50.19865036,-89.15229034,5.846591,Unknown
50.18495941,-89.12644196,5.846591,Unknown
50.18296051,-89.13385773,5.846591,Unknown
50.18106842,-89.14084625,5.846591,Unknown
50.29841995,-89.17440033,5.846591,Unknown
50.62194061,-89.18295288,5.846591,Unknown
50.28664398,-89.2026062,5.846591,Unknown
39.86764145,-108.21640015,16.32386398,Unknown
50.91822433,-89.69648743,5.846591,Unknown
48.56122208,-91.30094147,5.846591,Unknown
64.8298645,-122.86942291,5.9204545,Unknown
64.83473206,-122.86110687,5.9204545,Unknown
65.65511322,-117.17711639,2.98011351,Unknown
65.43265533,-117.77958679,2.58522749,Unknown
65.44361877,-117.57154083,2.98011351,Unknown
65.66131592,-117.18419647,2.98011351,Unknown
64.9925766,-115.29512024,4.16477251,Unknown
64.99632263,-115.29702759,4.16477251,Unknown
65.4589386,-116.8467865,4.16477251,Unknown
65.37979126,-117.56083679,4.16477251,Unknown
65.25964355,-117.30357361,2.26931834,Unknown
65.26374817,-117.26387024,2.98011351,Unknown
65.37158203,-117.78296661,4.16477251,Unknown
65.57650757,-116.91369629,4.16477251,Unknown
65.86714172,-114.52117157,2.98011351,Unknown
65.59807587,-119.10447693,2.65198874,Unknown
65.13379669,-120.18061829,3.0151515,Unknown
66.39796448,-117.49530792,3.74147725,Unknown
63.53688431,-121.30977631,3.74147725,Unknown
63.53923416,-121.30029297,3.74147725,Unknown
66.4099884,-117.57415771,5.9204545,Unknown
66.41467285,-117.56559753,5.9204545,Unknown
63.53518295,-121.24577332,3.74147725,Unknown
63.53619385,-121.31684875,3.74147725,Unknown
63.53967285,-121.24694824,3.0151515,Unknown
63.63655853,-119.80989075,5.9204545,Unknown
42.86687851,-81.01954651,1.50713718,Unknown
43.85326004,-79.82790375,1.50713718,Unknown
64.98802948,-115.32299042,2.98011351,Unknown
63.58000565,-119.53901672,3.74147725,Unknown
63.67097473,-119.8298111,2.65198874,Unknown
62.61373901,-120.69035339,5.9204545,Unknown
63.18370438,-120.81459808,5.9204545,Unknown
63.15903854,-120.80654144,5.9204545,Unknown
63.58836365,-119.53117371,5.9204545,Unknown
63.58731842,-119.53925323,5.9204545,Unknown
63.24166489,-122.03452301,3.74147725,Unknown
63.21500015,-121.79881287,3.74147725,Unknown
63.24552917,-122.06507111,3.74147725,Unknown
51.5810051,-78.14014435,4.6117425,Unknown
50.77666855,-89.36422729,5.846591,Unknown
50.75559998,-89.35204315,5.846591,Unknown
50.67215729,-89.47001648,5.846591,Unknown
50.67136765,-89.4753952,5.846591,Unknown
50.67057037,-89.48078156,5.846591,Unknown
50.66977692,-89.48615265,5.846591,Unknown
50.8862915,-89.41003418,5.846591,Unknown
32.26975632,-115.0302887,16.32386398,Unknown
51.63279343,-78.1815033,4.6117425,Unknown
51.62787628,-78.18092346,4.6117425,Unknown
51.59144211,-78.22086334,4.01136398,Unknown
50.44626236,-88.95625305,5.846591,Unknown
50.31850052,-89.45272064,5.846591,Unknown
50.31938171,-89.46989441,5.846591,Unknown
50.31866837,-89.49773407,5.846591,Unknown
50.43954849,-88.93115234,5.846591,Unknown
50.43876648,-88.93656921,5.846591,Unknown
50.43798447,-88.94197083,5.846591,Unknown
50.43642807,-88.95277405,5.846591,Unknown
42.64323425,-122.98816681,3.83238626,Unknown
65.21555328,-117.71279907,2.98011351,Unknown
64.8583374,-115.81009674,2.98011351,Unknown
64.85840607,-115.80220795,2.98011351,Unknown
64.81858826,-115.82115936,4.16477251,Unknown
65.45753479,-116.83052063,4.16477251,Unknown
65.24852753,-116.83820343,4.16477251,Unknown
65.04450226,-115.70503998,4.16477251,Unknown
65.45456696,-116.83683014,4.16477251,Unknown
65.86505127,-114.49716187,4.16477251,Unknown
63.19196701,-120.81874084,5.9204545,Unknown
63.18722916,-120.81643677,5.9204545,Unknown
65.04369354,-115.69109344,4.16477251,Unknown
65.0422287,-115.69895172,4.16477251,Unknown
64.81626129,-115.82082367,4.16477251,Unknown
64.82026672,-115.83074951,4.16477251,Unknown
65.65452576,-117.17014313,4.16477251,Unknown
65.46511841,-116.85128784,4.16477251,Unknown
65.72128296,-117.82981873,4.16477251,Unknown
64.83398438,-115.30213165,4.16477251,Unknown
65.55224609,-116.86488342,4.16477251,Unknown
63.24604034,-122.07359314,5.9204545,Unknown
63.67949295,-121.43618774,5.9204545,Unknown
51.65116119,-78.50305939,5.81250048,Unknown
63.64690018,-119.86047363,3.74147725,Unknown
63.64358139,-119.85650635,3.74147725,Unknown
63.65353012,-119.86834717,3.0151515,Unknown
65.72277069,-117.84159851,4.16477251,Unknown
65.72926331,-117.82839966,4.16477251,Unknown
65.7276001,-117.83667755,4.16477251,Unknown
66.13776398,-122.46478271,5.9204545,Unknown
62.14103317,-120.98277283,5.9204545,Unknown
62.19073868,-120.85054779,3.74147725,Unknown
64.78479767,-115.30828094,4.16477251,Unknown
64.7903595,-115.29218292,4.16477251,Unknown
64.78585052,-115.30410004,4.16477251,Unknown
64.79042053,-115.2995224,4.16477251,Unknown
65.56629181,-118.91014862,5.9204545,Unknown
65.47505951,-116.79089355,4.16477251,Unknown
65.65357971,-117.16549683,4.16477251,Unknown
64.99495697,-115.30503845,4.16477251,Unknown
64.89552307,-115.34185791,2.58522749,Unknown
64.70967102,-115.41029358,4.16477251,Unknown
64.72502899,-115.38269806,4.16477251,Unknown
64.72357178,-115.39047241,4.16477251,Unknown
64.74744415,-115.32232666,4.16477251,Unknown
64.91629028,-115.34781647,4.16477251,Unknown
64.75867462,-115.3616333,4.16477251,Unknown
64.75722504,-115.36940765,4.16477251,Unknown
64.08486176,-119.09480286,5.9204545,Unknown
64.08970642,-119.09570312,5.9204545,Unknown
64.21024323,-119.07711029,5.9204545,Unknown
50.00141144,-89.962677,5.846591,Unknown
48.53374481,-91.39847565,5.846591,Unknown
48.56201172,-91.27326965,5.846591,Unknown
65.25628662,-117.31826782,2.98011351,Unknown
50.22975922,-89.10279846,5.846591,Unknown
50.20215225,-89.34005737,5.846591,Unknown
62.2001915,-120.84338379,5.9204545,Unknown
62.20466995,-120.84449768,5.9204545,Unknown
62.62254715,-120.69071198,5.9204545,Unknown
63.2850647,-122.13027191,5.9204545,Unknown
50.40002441,-78.6498642,10.61363697,Unknown
63.52952957,-121.23886108,3.74147725,Unknown
63.54415131,-121.24810028,3.0151515,Unknown
63.65828323,-121.35986328,3.74147725,Unknown
63.54515076,-121.22807312,3.0151515,Unknown
50.40327454,-78.65119934,10.61363697,Unknown
50.40742874,-78.64717102,10.61363697,Unknown
50.40652847,-78.65253448,10.61363697,Unknown
65.56156921,-118.93598175,5.9204545,Unknown
64.19973755,-119.09967804,5.9204545,Unknown
65.47390747,-116.80734253,4.16477251,Unknown
64.80560303,-115.29364777,4.16477251,Unknown
64.80162811,-115.28385162,4.16477251,Unknown
64.78991699,-115.71768951,4.16477251,Unknown
64.79155731,-115.7287674,4.16477251,Unknown
65.47195435,-116.78742218,4.16477251,Unknown
65.00460815,-115.29115295,4.16477251,Unknown
65.05600739,-117.08529663,4.16477251,Unknown
64.20014191,-119.08750153,5.9204545,Unknown
64.20498657,-119.08840179,5.9204545,Unknown
64.20457458,-119.10059357,5.9204545,Unknown
64.20941162,-119.10147858,5.9204545,Unknown
64.72452545,-121.787323,3.74147725,Unknown
51.2748909,-78.60714722,9.41477299,Unknown
51.30348587,-78.60164642,9.41477299,Unknown
51.30260468,-78.60706329,9.41477299,Unknown
51.30083847,-78.61789703,9.41477299,Unknown
51.30761337,-78.59757233,9.41477299,Unknown
51.30673218,-78.6029892,9.41477299,Unknown
51.30584717,-78.60840607,9.41477299,Unknown
51.30496597,-78.61382294,9.41477299,Unknown
51.30408096,-78.61923981,9.41477299,Unknown
64.75673676,-115.30796051,4.16477251,Unknown
51.55808258,-78.1557312,9.41477299,Unknown
51.57874298,-78.11217499,9.41477299,Unknown
66.37081146,-117.24389648,2.98011351,Unknown
64.87454987,-123.25171661,5.9204545,Unknown
36.62773514,-98.50892639,2.72027588,Unknown
36.23567963,-99.52790833,7.590909,Unknown
26.8782196,-81.50238037,15.846591,Unknown
28.65752411,-81.79466248,15.846591,Unknown
27.66561317,-82.0789032,15.846591,Unknown
36.98570633,-93.9828186,15.846591,Unknown
38.31842422,-121.23230743,1.3608551,Unknown
65.29149628,-117.18380737,4.16477251,Unknown
66.3690567,-117.23068237,4.16477251,Unknown
50.42671967,-89.31006622,5.846591,Unknown
52.18740845,-92.73007965,5.846591,Unknown
50.96113205,-89.15703583,5.846591,Unknown
50.6257515,-89.32753754,5.846591,Unknown
50.99905014,-89.19542694,5.846591,Unknown
50.99207687,-89.16973877,5.846591,Unknown
50.99188614,-89.17475128,5.846591,Unknown
50.99169922,-89.17977142,5.846591,Unknown
63.25260544,-122.00462341,3.0151515,Unknown
63.2586174,-121.9990921,2.65198874,Unknown
63.23547745,-122.03547668,3.74147725,Unknown
63.25325394,-121.96621704,3.74147725,Unknown
63.26115036,-121.98919678,2.65198874,Unknown
63.2551384,-121.99472046,2.65198874,Unknown
63.25408936,-122.00209808,2.65198874,Unknown
63.25672531,-121.97059631,3.74147725,Unknown
63.26355362,-122.00575256,2.65198874,Unknown
63.2602272,-121.97254944,3.74147725,Unknown
63.54668808,-121.19835663,3.0151515,Unknown
63.543293,-121.19413757,3.74147725,Unknown
62.61112213,-120.72281647,3.74147725,Unknown
50.42093658,-89.32229614,5.846591,Unknown
50.42438889,-89.3171463,5.846591,Unknown
48.2593956,-91.8313446,5.846591,Unknown
48.26479721,-91.81826019,5.846591,Unknown
50.61823654,-89.33351135,5.846591,Unknown
52.18509293,-92.74842072,5.846591,Unknown
52.19005203,-92.74188232,5.846591,Unknown
52.18958282,-92.74919891,5.846591,Unknown
50.23683167,-89.13370514,5.846591,Unknown
50.24322891,-89.12922668,5.846591,Unknown
50.24764633,-89.13201141,5.846591,Unknown
50.18621063,-89.39452362,5.846591,Unknown
50.41412735,-89.15544891,5.846591,Unknown
50.4185257,-89.15824127,5.846591,Unknown
50.41846466,-89.31221771,5.846591,Unknown
50.70555115,-89.14309692,5.846591,Unknown
64.57055664,-115.8214035,4.16477251,Unknown
51.46985626,-87.79374695,5.846591,Unknown
54.58615494,-104.65550232,7.13636351,Unknown
62.21196365,-120.70146179,5.9204545,Unknown
50.79559326,-89.21646118,5.846591,Unknown
50.79270172,-89.28993225,5.846591,Unknown
50.45797348,-89.18374634,5.846591,Unknown
50.44827271,-89.22011566,5.846591,Unknown
50.94304657,-89.38534546,5.846591,Unknown
50.91980362,-89.4718399,5.846591,Unknown
50.59481049,-90.68708038,5.846591,Unknown
50.59250641,-90.69520569,5.846591,Unknown
64.6397171,-115.59857178,4.16477251,Unknown
64.64376831,-115.6084137,4.16477251,Unknown
66.35905457,-117.25108337,4.16477251,Unknown
66.35636902,-117.25691223,4.16477251,Unknown
50.77752304,-89.86443329,5.846591,Unknown
50.80546188,-89.25760651,5.846591,Unknown
65.05327606,-117.57015228,4.16477251,Unknown
65.2691803,-117.27709198,2.58522749,Unknown
65.04252625,-117.34191132,2.98011351,Unknown
54.57481003,-104.70588684,4.57954502,Unknown
48.20567322,-91.08176422,5.846591,Unknown
48.27132034,-91.23156738,5.846591,Unknown
48.26984787,-91.23641968,5.846591,Unknown
56.15163422,-103.13168335,7.528409,Unknown
50.2517395,-89.59783936,5.846591,Unknown
50.24754333,-89.61301422,5.846591,Unknown
65.27780151,-116.88480377,4.16477251,Unknown
65.28091431,-116.88826752,4.16477251,Unknown
65.86404419,-114.52403259,4.16477251,Unknown
65.87296295,-114.51457977,4.16477251,Unknown
65.87159729,-114.52249146,4.16477251,Unknown
65.87023163,-114.53038788,4.16477251,Unknown
49.86914062,-121.47505188,4.2670455,Unknown
65.18032074,-116.84944153,4.16477251,Unknown
65.18553925,-116.8499527,4.16477251,Unknown
65.2902832,-117.90072632,4.16477251,Unknown
51.59399414,-78.23387146,4.01136398,Unknown
51.64059067,-78.2008667,4.6117425,Unknown
51.60324478,-78.19719696,5.81250048,Unknown
51.5922699,-78.24472809,4.01136398,Unknown
50.22293854,-89.58730316,5.846591,Unknown
50.8672142,-89.34359741,5.846591,Unknown
50.95656967,-89.25876617,5.846591,Unknown
50.94116974,-89.31616974,5.846591,Unknown
50.86081696,-89.6134491,5.846591,Unknown
50.81620026,-89.77684784,5.846591,Unknown
50.79151154,-89.86677551,5.846591,Unknown
50.78943634,-89.87431335,5.846591,Unknown
50.78737259,-89.88180542,5.846591,Unknown
50.58350754,-90.61086273,5.846591,Unknown
50.03876877,-78.78096008,3.63636374,Unknown
50.02988434,-78.77160645,5.38068199,Unknown
50.02570724,-78.77561951,5.38068199,Unknown
66.44562531,-117.43031311,4.16477251,Unknown
65.53134918,-119.26841736,2.65198874,Unknown
65.5403595,-119.22624969,2.43409085,Unknown
65.56342316,-118.98036194,3.74147725,Unknown
66.44250488,-117.44669342,3.74147725,Unknown
64.77727509,-115.68585205,4.16477251,Unknown
62.61800766,-120.73282623,5.9204545,Unknown
62.62149048,-120.7368927,5.9204545,Unknown
65.55818939,-118.06265259,2.58522749,Unknown
65.67227936,-117.21481323,2.98011351,Unknown
65.55069733,-116.8533783,4.16477251,Unknown
65.37258911,-117.79055786,4.16477251,Unknown
65.08691406,-117.08281708,2.98011351,Unknown
66.40277863,-117.56973267,5.9204545,Unknown
66.40638733,-117.57195282,5.9204545,Unknown
66.38215637,-117.27353668,2.98011351,Unknown
64.77519989,-115.70863342,4.16477251,Unknown
64.21875763,-125.98924255,5.9204545,Unknown
64.82978058,-122.8624115,5.9204545,Unknown
65.36798096,-117.775177,4.16477251,Unknown
66.36077118,-117.24194336,4.16477251,Unknown
66.34734344,-117.27131653,4.16477251,Unknown
66.3536911,-117.27575684,4.16477251,Unknown
66.44451141,-117.4178772,4.16477251,Unknown
